scrip,name,ltp,score,band,rsi,stretch_pct,entry,sup,res,bollinger,macd,macd_crossover_risk,health_trend,flow_pressure,data_confidence,navps,witnesses,depth,stack_bucket,stack_win_pct,stack_net_pct,stack_median_pct,stack_n,market_regime,regime_mean_pct,signals,signal_status,net_exp_pct,profit_factor,z,hit_pct,p_up_raw,p_up_cal,base_rate_up,signal_brier,signal_n,tk_hit_pct,tk_net_pct,tk_n,best_sig,best_sig_hit,best_sig_net,best_sig_n,vol_ann_pct,max_dd_5y_pct,var95_daily_pct,beta,crashP_pct,cat,liquidity,updated,history_last_bar
RSRMSTEEL,Ratanpur Steel Re-Rolling Mills Limited,8.1,0,High risk,43,2.9,IN-ZONE,7.9,8.2,inside bands (-0.7σ),bearish,watch-bullish,deteriorating,neutral,high,44.94,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.519,0.475,0.436,0.2393,2362,51.9,0.5,54,Bearish Harami,75.7,0.78,37,49.1,-87.7,-4.55,1.34,5.0,Z,0.9,2026-07-09,2026-07-10
RUNNERAUTO,Runner Automobiles PLC,43.3,7,High risk,64,4.9,fair,40.3,45.8,inside bands (+0.8σ),bearish,watch-bullish,deteriorating,accumulation,high,66.7,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.395,0.333,0.436,0.2364,4064,39.5,0.11,38,Stretch<-30% vs MA200,47.2,4.77,72,39.2,-72.9,-3.29,1.2,5.7,A,unavailable,2026-07-09,2026-07-10
RUPALIBANK,Rupali Bank PLC.,17.0,51,Mixed,53,1.0,IN-ZONE,16.8,17.4,inside bands (+1.3σ),bullish,watch-bearish,stable,accumulation,high,35.02,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.396,0.333,0.436,0.2436,2558,39.6,-0.93,96,Double Bottom,52.9,3.64,51,40.9,-65.1,-3.56,1.1,2.5,Z,0.5,2026-07-09,2026-07-10
RUPALIINS,Rupali Insurance Company Ltd.,29.7,32,Weak,69,11.8,EXTENDED,28.2,29.8,inside bands (-0.5σ),bearish,watch-bullish,stable,neutral,high,20.41,0,0,none,,,,,bull,-0.58,MACD bull cross|Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.488,0.417,0.436,0.2436,2558,49.4,1.54,83,Stretch<-30% vs MA200,79.2,11.94,72,38.5,-67.1,-3.29,1.08,7.9,A,unavailable,2026-07-09,2026-07-10
RUPALILIFE,Rupali Life Insurance Company Limited,94.5,4,High risk,43,5.3,IN-ZONE,89.6,94.9,inside bands (-0.4σ),bearish,none,deteriorating,accumulation,high,0,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.494,0.417,0.436,0.2436,2558,49.4,0.14,89,Stretch<-30% vs MA200,60.0,2.51,240,49.2,-72.5,-4.3,1.4,4.9,A,unavailable,2026-07-09,2026-07-10
SAFKOSPINN,Safko Spinnings Mills Ltd.,21.3,0,High risk,54,1.8,IN-ZONE,20.9,21.7,inside bands (+0.2σ),bullish,none,deteriorating,distribution,high,-4.5,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.536,0.475,0.436,0.2393,2362,53.6,0.78,69,Price reclaims MA200,53.8,2.62,52,49.2,-76.3,-4.29,0.91,12.3,Z,0.2,2026-07-09,2026-07-10
SAIFPOWER,SAIF Powertec Limited,10.2,0,High risk,64,36.9,EXTENDED,6.6,10.8,inside bands (+1.6σ),bullish,none,deteriorating,accumulation,high,17.01,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,71.4,5.43,35,46.5,-92.1,-3.95,1.44,30.4,Z,0.1,2026-07-09,2026-07-10
SAIHAMCOT,Saiham Cotton Mills Limited,20.5,30,Weak,58,2.2,fair,20.3,20.7,inside bands (+1.4σ),bullish,none,deteriorating,neutral,high,38.26,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,57.4,2.08,115,34.2,-42.5,-2.8,1.02,3.6,B,unavailable,2026-07-09,2026-07-10
SAIHAMTEX,Saiham Textile Mills Ltd.,19.5,15,High risk,66,7.0,fair,19.4,19.9,above upper band,bullish,none,deteriorating,neutral,high,43.77,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,61.1,4.63,144,32.3,-56.0,-2.71,0.97,4.2,B,unavailable,2026-07-09,2026-07-10
SALAMCRST,S. Alam Cold Rolled Steels Ltd.,14.7,0,High risk,38,-3.2,IN-ZONE,14.4,15.9,inside bands (-0.4σ),bearish,watch-bullish,deteriorating,distribution,high,18.55,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,91.3,7.8,46,52.2,-77.0,-4.52,1.26,3.3,Z,0.2,2026-07-09,2026-07-10
SALVO,Salvo Organic Industries PLC.,37.7,0,High risk,59,3.7,fair,36.9,38.8,inside bands (-0.8σ),bearish,watch-bullish,deteriorating,neutral,high,16.57,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,54.5,4.55,77,45.9,-73.8,-3.97,1.14,7.1,B,unavailable,2026-07-09,2026-07-10
SAMATALETH,Samata Leather Complex Ltd.,94.6,0,High risk,20,-12.3,IN-ZONE,94.1,103.1,inside bands (-0.8σ),bearish,watch-bullish,stable,distribution,high,14.35,0,0,none,,,,,bull,-0.58,RSI<30 oversold|Price reclaims MA200,WORKS,1.25,1.61,15.2,52.9,0.399,0.333,0.436,0.2542,16105,45.9,1.38,111,Stretch<-30% vs MA200,80.3,12.61,76,44.8,-71.0,-3.77,,3.5,B,0.1,2026-07-09,2026-07-10
SAMORITA,Samorita Hospital Limited,96.9,31,Weak,87,32.3,EXTENDED,69.2,98.0,above upper band,bullish,none,stable,accumulation,high,48.39,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.415,0.417,0.436,0.2367,1189,41.5,-1.21,41,Stretch>50% vs MA200,78.9,8.42,38,40.0,-55.5,-3.16,0.63,17.1,B,0.1,2026-07-09,2026-07-10
SANDHANINS,Sandhani Life Insurance Company Ltd.,26.1,9,High risk,57,8.8,fair,24.1,26.8,inside bands (+0.0σ),bearish,watch-bullish,deteriorating,neutral,high,18.31,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,83.0,9.2,53,36.7,-66.9,-3.13,1.12,7.0,A,0.1,2026-07-09,2026-07-10
SAPORTL,Summit Alliance Port Limited,49.5,49,Mixed,28,-1.6,IN-ZONE,47.3,51.5,inside bands (-0.2σ),bearish,none,improving,neutral,high,35.67,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.362,0.333,0.436,0.2542,16105,36.2,-0.37,185,52w-high breakout,53.7,5.05,67,37.8,-54.7,-3.23,0.6,3.8,A,unavailable,2026-07-09,2026-07-10
SAVAREFR,Savar Refractories Limited,215.5,0,High risk,100,-8.8,EXTENDED,214.5,223.1,inside bands (-0.6σ),bullish,none,deteriorating,distribution,high,90.66,1,30,1-witness,49.2,0.88,-0.18,154016,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200|Below lower Bollinger,WORKS,2.77,1.97,15.4,54.4,0.626,0.514,0.436,0.239,4663,78.6,10.53,70,Stretch<-30% vs MA200,78.6,10.53,70,66.4,-59.9,-6.93,,3.9,Z,3.1,2026-07-09,2026-07-10
SBACBANK,SBAC Bank PLC.,6.3,8,High risk,40,1.9,IN-ZONE,5.8,6.8,inside bands (+0.5σ),bullish,watch-bearish,deteriorating,neutral,high,13.61,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,50.9,2.05,55,40.6,-80.1,-3.57,1.28,2.8,Z,1.2,2026-07-09,2026-07-10
SEAPEARL,Sea Pearl Beach Resort & Spa Limited,44.6,0,High risk,83,23.2,EXTENDED,34.9,45.7,inside bands (+0.7σ),bullish,none,deteriorating,accumulation,high,15.28,0,0,none,,,,,bull,-0.58,Price reclaims MA200,NO-EDGE,-0.57,0.98,-10.1,40.9,0.409,0.417,0.436,0.2363,2100,,,,52w-high breakout,78.7,16.9,47,50.4,-90.7,-4.69,1.34,15.1,B,unavailable,2026-07-09,2026-07-10
SEMLFBSLGF,SEML FBLSL Growth Fund,6.5,6,High risk,82,18.1,EXTENDED,5.3,6.7,above upper band,bullish,none,deteriorating,accumulation,high,9.1,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,RSI<30 oversold,67.3,3.55,55,38.9,-70.1,-3.64,0.96,11.3,A,0.5,2026-07-09,2026-07-10
SEMLIBBLSF,SEML IBBL Shariah Fund,7.5,8,High risk,88,18.3,EXTENDED,6.3,7.7,above upper band,bullish,none,deteriorating,accumulation,high,9.51,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,RSI>70 overbought,66.0,4.28,50,39.3,-63.9,-3.39,,7.5,A,1.0,2026-07-09,2026-07-10
SEMLLECMF,SEML Lecture Equity Management Fund,7.4,0,High risk,52,2.0,IN-ZONE,6.9,8.2,inside bands (+0.0σ),bullish,watch-bearish,deteriorating,neutral,high,9.74,0,0,none,,,,,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200|Below lower Bollinger,WORKS,2.77,1.97,15.4,54.4,0.557,0.475,0.436,0.239,4663,,,,Above the Stomach,56.7,3.78,30,48.6,-60.2,-4.21,0.46,2.3,A,0.1,2026-07-09,2026-07-10
SHAHJABANK,Shahjalal Islami Bank PLC.,17.5,82,Strong,69,4.3,fair,16.7,17.8,inside bands (+1.8σ),bullish,none,improving,accumulation,high,23.07,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,56.6,1.11,173,17.6,-28.4,-1.74,0.34,2.8,A,0.1,2026-07-09,2026-07-10
SHARPIND,Sharp Industries PLC,26.6,4,High risk,84,47.8,EXTENDED,23.8,27.9,inside bands (+1.2σ),bullish,watch-bearish,stable,accumulation,high,10.08,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,,,,,49.8,-64.8,-3.85,1.4,44.6,B,0.1,2026-07-09,2026-07-10
SHASHADNIM,Shasha Denims PLC.,26.1,25,Weak,81,17.6,EXTENDED,22.5,26.5,inside bands (+2.0σ),bullish,none,improving,accumulation,high,41.84,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,RSI<30 oversold,58.8,3.93,119,34.1,-56.4,-2.95,0.9,11.5,B,unavailable,2026-07-09,2026-07-10
SHEPHERD,Shepherd Industries PLC,17.1,0,High risk,60,5.7,fair,15.8,17.9,inside bands (+1.6σ),bullish,none,deteriorating,neutral,high,13.41,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,65.7,2.53,108,40.4,-71.3,-3.66,1.04,6.5,B,unavailable,2026-07-09,2026-07-10
SHURWID,Shurwid Industries Limited,6.7,51,Mixed,44,4.3,IN-ZONE,6.6,6.8,inside bands (+0.1σ),bearish,watch-bullish,improving,accumulation,high,12.21,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Morning Star,58.8,2.21,51,48.4,-87.5,-4.35,1.42,6.8,Z,0.9,2026-07-09,2026-07-10
SHYAMPSUG,Shyampur Sugar Mills Ltd.,322.4,0,High risk,81,78.5,EXTENDED,312.0,335.0,above upper band,bullish,none,deteriorating,accumulation,high,-1310.44,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.621,0.514,0.436,0.2367,1189,62.1,9.31,87,52w-high breakout,62.1,9.31,87,58.2,-67.4,-5.01,,91.2,Z,0.1,2026-07-09,2026-07-10
SIBL,Social Islami Bank PLC.,3.0,0,High risk,27,-28.0,IN-ZONE,,3.3,inside bands (-1.6σ),bearish,none,deteriorating,distribution,high,18.15,2,40,2-witness,53.2,1.73,0.62,46891,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200,WORKS,2.77,1.97,15.4,54.4,0.485,0.417,0.436,0.239,4663,47.8,-3.01,46,Bullish Marubozu,56.8,1.43,81,37.2,-82.8,-3.19,1.3,0.3,A,0.2,2026-07-09,2026-07-10
SICL,Sikder Insurance Company Limited,40.0,0,High risk,51,11.7,fair,37.9,42.9,inside bands (-0.4σ),bearish,watch-bullish,stable,neutral,high,12.28,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.448,0.417,0.436,0.2436,2558,,,,Stochastic<20,59.7,0.77,62,53.3,-68.6,-4.24,1.06,31.7,B,unavailable,2026-07-09,2026-07-10
SILCOPHL,Silco Pharmaceuticals Limited,20.8,30,Weak,47,14.9,fair,20.6,21.1,inside bands (+1.0σ),bearish,watch-bullish,stable,accumulation,high,23.02,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,70.0,5.13,40,33.8,-67.1,-3.01,1.19,10.9,B,unavailable,2026-07-09,2026-07-10
SILVAPHL,Silva Pharmaceuticals Limited,16.0,0,High risk,75,27.1,EXTENDED,14.2,16.2,above upper band,bullish,none,deteriorating,accumulation,high,15.48,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Stretch<-30% vs MA200,68.6,3.95,51,38.2,-70.8,-3.33,1.28,21.6,B,unavailable,2026-07-09,2026-07-10
SIMTEX,Simtex Industries PLC.,28.1,36,Weak,71,11.0,EXTENDED,24.4,29.0,inside bands (+1.5σ),bullish,watch-bearish,improving,accumulation,high,22.43,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,60.8,3.3,51,43.4,-47.1,-3.61,0.83,5.2,A,unavailable,2026-07-09,2026-07-10
SINGERBD,Singer Bangladesh Limited,74.8,4,High risk,21,-8.1,IN-ZONE,72.0,81.9,inside bands (+0.4σ),bullish,none,deteriorating,distribution,high,1.69,2,20,2-witness,53.2,1.73,0.62,46891,bull,-0.58,RSI<30 oversold|Below lower Bollinger,WORKS,1.25,1.61,15.2,52.9,0.516,0.475,0.436,0.2542,16105,59.2,2.68,147,RSI<30 oversold,59.2,2.68,147,21.0,-62.7,-2.1,0.64,1.3,A,0.3,2026-07-09,2026-07-10
SINOBANGLA,Sinobangla Industries Ltd.,58.6,35,Weak,74,6.7,EXTENDED,54.2,61.6,inside bands (+1.2σ),bullish,watch-bearish,deteriorating,accumulation,high,26.39,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,62.1,4.18,87,44.6,-66.0,-3.68,1.32,5.8,A,unavailable,2026-07-09,2026-07-10
SIPLC,Sena Insurance PLC,107.0,0,High risk,57,22.6,EXTENDED,96.4,109.5,inside bands (+1.1σ),bearish,none,improving,accumulation,high,25.16,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.5,0.475,0.436,0.2436,2558,50.0,1.43,40,Below lower Bollinger,69.7,3.07,33,44.2,-58.4,-3.29,1.11,34.9,A,unavailable,2026-07-09,2026-07-10
SKTRIMS,SK Trims & Industries Limited,13.5,0,High risk,46,11.3,fair,13.4,13.6,inside bands (-0.5σ),bearish,none,deteriorating,accumulation,high,12.03,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bullish Harami,47.1,1.05,70,42.8,-90.2,-3.98,1.04,16.5,Z,0.2,2026-07-09,2026-07-10
SONALIANSH,Sonali Aansh Industries Limited,217.2,63,Fair,89,19.2,EXTENDED,204.5,218.0,above upper band,bullish,none,improving,accumulation,high,32.81,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.46,0.417,0.436,0.2436,2558,46.0,0.87,87,Stretch<-30% vs MA200,66.7,6.9,66,45.6,-62.8,-3.88,0.93,5.6,Z,0.1,2026-07-09,2026-07-10
SONALILIFE,Sonali Life Insurance PLC,84.3,33,Weak,53,7.7,IN-ZONE,79.0,91.8,inside bands (-0.0σ),bearish,watch-bullish,stable,accumulation,high,39.64,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,82.1,6.57,39,206.2,-65.3,-3.65,1.04,7.8,A,unavailable,2026-07-09,2026-07-10
SONALIPAPR,Sonali Paper & Board Mills Ltd.,250.2,41,Mixed,73,9.6,EXTENDED,235.6,252.5,inside bands (+0.4σ),bullish,none,improving,accumulation,high,167.9,0,0,none,,,,,bull,-0.58,Price reclaims MA200,NO-EDGE,-0.57,0.98,-10.1,40.9,0.409,0.417,0.436,0.2363,2100,,,,52w-low breakdown,66.7,7.19,51,46.3,-86.0,-4.24,1.25,4.2,A,unavailable,2026-07-09,2026-07-10
SONARBAINS,Sonar Bangla Insurance Ltd.,46.7,0,High risk,57,13.7,fair,44.0,46.9,inside bands (+0.4σ),bearish,watch-bullish,deteriorating,accumulation,high,20.02,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.432,0.417,0.436,0.2364,4064,43.2,0.36,146,Stretch<-30% vs MA200,69.1,15.41,81,44.8,-84.1,-3.64,1.25,22.2,A,unavailable,2026-07-09,2026-07-10
SONARGAON,Sonargaon Textiles Ltd.,95.3,0,High risk,65,57.0,EXTENDED,71.0,103.1,inside bands (+1.6σ),bullish,none,deteriorating,accumulation,high,18.35,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,65.9,9.51,85,53.2,-77.3,-4.67,1.17,96.8,B,unavailable,2026-07-09,2026-07-10
SOUTHEASTB,Southeast Bank PLC,10.1,30,Weak,50,2.0,IN-ZONE,9.5,10.2,inside bands (+1.9σ),bullish,none,improving,neutral,high,25.74,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Morning Star,48.4,1.12,62,27.5,-60.0,-2.35,0.71,3.7,A,0.1,2026-07-09,2026-07-10
SPCERAMICS,Shinepukur Ceramics PLC.,23.9,0,High risk,54,6.0,IN-ZONE,21.7,25.2,inside bands (+0.8σ),bearish,watch-bullish,deteriorating,neutral,high,31.22,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.45,0.417,0.436,0.2364,4064,45.0,0.1,111,Bullish Marubozu,58.3,3.93,48,55.3,-82.4,-4.93,1.21,11.3,B,unavailable,2026-07-09,2026-07-10
SPCL,Shahjibazar Power Co. Ltd.,58.6,35,Weak,74,7.5,EXTENDED,54.1,59.2,inside bands (+1.0σ),bullish,none,deteriorating,accumulation,high,39.25,0,0,none,,,,,bull,-0.58,52w-high breakout|Bullish Engulfing,WORKS,1.28,1.42,4.8,46.6,0.42,0.417,0.436,0.2367,1189,,,,Below lower Bollinger,52.2,1.2,115,37.6,-76.9,-3.44,0.91,5.7,A,unavailable,2026-07-09,2026-07-10
SQUARETEXT,Square Textiles PLC.,51.0,56,Mixed,82,6.8,EXTENDED,46.1,51.7,inside bands (+1.8σ),bullish,none,deteriorating,accumulation,high,55.86,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,50.0,1.01,34,25.7,-46.5,-2.22,0.4,3.1,A,0.2,2026-07-09,2026-07-10
SQURPHARMA,Square Pharmaceuticals PLC.,221.0,85,Strong,61,2.9,fair,213.0,228.0,inside bands (+1.2σ),bullish,watch-bearish,improving,neutral,high,157.88,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,61.8,1.23,110,11.8,-20.3,-1.06,0.25,2.9,A,unavailable,2026-07-09,2026-07-10
SSSTEEL,S. S. Steel Limited,7.3,0,High risk,67,32.0,EXTENDED,5.1,7.6,inside bands (+1.0σ),bullish,watch-bearish,deteriorating,accumulation,high,23.87,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Below lower Bollinger,60.3,3.13,73,40.6,-87.0,-3.83,1.61,18.1,Z,0.1,2026-07-09,2026-07-10
STANCERAM,Standard Ceramic Industries Ltd.,72.7,0,High risk,49,1.9,IN-ZONE,71.3,72.8,inside bands (-0.0σ),bearish,watch-bullish,deteriorating,distribution,high,-37.84,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.504,0.475,0.436,0.2364,4064,50.4,2.21,121,Stretch<-30% vs MA200,67.9,4.26,168,45.5,-81.4,-4.34,,3.9,Z,0.9,2026-07-09,2026-07-10
STANDARINS,Standard Insurance PLC.,54.0,28,Weak,54,10.6,fair,53.1,56.6,inside bands (-0.3σ),bearish,watch-bullish,stable,accumulation,high,22.15,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,72.6,6.58,62,37.7,-74.0,-3.05,1.06,9.8,A,unavailable,2026-07-09,2026-07-10
STANDBANKL,Standard Islami Bank PLC.,4.7,53,Mixed,40,2.1,IN-ZONE,4.6,4.9,inside bands (+0.5σ),bullish,watch-bearish,stable,accumulation,high,16.94,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,57.3,1.91,157,29.8,-62.6,-2.6,1.02,2.1,Z,0.3,2026-07-09,2026-07-10
STYLECRAFT,Stylecraft Limited,59.5,14,High risk,76,12.6,EXTENDED,51.8,59.8,inside bands (-0.8σ),bearish,watch-bullish,stable,accumulation,high,4.62,0,0,none,,,,,bull,-0.58,Price reclaims MA200|MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.461,0.417,0.436,0.2364,4064,52.6,2.21,97,Stretch<-30% vs MA200,61.7,6.17,94,41.3,-80.4,-3.55,,5.1,Z,0.7,2026-07-09,2026-07-10
SUMITPOWER,Summit Power Limited,16.7,18,High risk,79,15.3,EXTENDED,14.3,17.0,inside bands (+1.2σ),bullish,watch-bearish,deteriorating,accumulation,high,40.57,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Stretch<-30% vs MA200,47.0,2.05,66,25.2,-76.3,-2.38,0.71,5.9,A,unavailable,2026-07-09,2026-07-10
SUNLIFEINS,Sunlife Insurance Company Limited,80.0,3,High risk,62,12.2,fair,78.1,80.3,inside bands (-0.4σ),bearish,watch-bullish,deteriorating,accumulation,high,0,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.432,0.417,0.436,0.2436,2558,43.2,0.52,74,Stretch>50% vs MA200,76.3,3.89,38,42.1,-45.6,-3.99,1.12,12.3,B,unavailable,2026-07-09,2026-07-10
TAKAFULINS,Takaful Islami Insurance PLC,48.5,23,Weak,84,32.1,EXTENDED,40.5,52.0,above upper band,bullish,none,deteriorating,accumulation,high,18.44,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.345,0.333,0.436,0.2367,1189,34.5,-2.58,58,Stretch<-30% vs MA200,84.2,17.78,38,38.3,-64.1,-3.47,0.8,27.1,A,0.1,2026-07-09,2026-07-10
TALLUSPIN,Tallu Spinning Mills Ltd.,8.2,0,High risk,43,0.2,IN-ZONE,8.0,8.3,inside bands (-1.2σ),bearish,none,stable,neutral,high,13.34,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Price reclaims MA200,53.5,5.23,43,50.8,-70.3,-4.35,0.94,8.0,Z,0.2,2026-07-09,2026-07-10
TAMIJTEX,Tamijuddin Textile Mills PLC,131.7,0,High risk,54,5.6,IN-ZONE,128.4,133.7,inside bands (+1.6σ),bullish,none,stable,accumulation,high,102.79,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Below lower Bollinger,76.5,6.26,34,52.4,-68.8,-4.5,0.98,6.7,A,0.1,2026-07-09,2026-07-10
TECHNODRUG,Techno Drugs Ltd.,43.6,36,Weak,60,5.6,fair,42.7,45.2,inside bands (-0.1σ),bearish,watch-bullish,deteriorating,accumulation,high,30.58,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.448,0.417,0.436,0.2436,2558,,,,Stochastic<20,77.8,2.35,36,46.9,-60.3,-3.5,1.1,7.2,A,unavailable,2026-07-09,2026-07-10
TILIL,Trust Islami Life Insurance PLC.,54.4,4,High risk,47,10.6,fair,48.0,59.4,inside bands (+0.1σ),bearish,none,deteriorating,accumulation,high,12.13,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.448,0.417,0.436,0.2436,2558,,,,Above upper Bollinger,55.3,-0.8,38,53.9,-68.7,-4.26,1.43,6.5,B,unavailable,2026-07-09,2026-07-10
TITASGAS,Titas Gas Transmission and Distribution PLC.,20.5,9,High risk,80,19.7,EXTENDED,17.0,20.7,inside bands (+1.5σ),bullish,watch-bearish,deteriorating,accumulation,high,90.13,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,52.8,2.07,106,31.2,-70.0,-2.69,0.98,6.2,B,0.1,2026-07-09,2026-07-10
TOSRIFA,Tosrifa Industries Limited,25.1,41,Mixed,80,29.9,EXTENDED,19.0,25.8,inside bands (+0.8σ),bearish,watch-bullish,stable,accumulation,high,31.52,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.356,0.333,0.436,0.2367,1189,34.4,-3.47,32,Double Top,66.7,1.95,45,42.3,-52.2,-3.57,0.88,18.3,B,0.1,2026-07-09,2026-07-10
TRUSTB1MF,Trust Bank 1st Mutual Fund,3.2,8,High risk,56,3.4,IN-ZONE,3.1,3.3,inside bands (+1.1σ),bullish,none,deteriorating,neutral,high,8.16,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Tweezer Top,64.5,1.32,31,35.8,-72.8,-3.28,1.14,5.7,A,0.5,2026-07-09,2026-07-10
TRUSTBANK,Trust Bank PLC.,15.6,50,Mixed,45,-3.9,IN-ZONE,15.5,16.5,inside bands (-0.6σ),bullish,none,deteriorating,distribution,high,28.52,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Three Outside Down,62.4,1.26,93,21.4,-51.1,-1.92,0.56,1.9,A,unavailable,2026-07-09,2026-07-10
TUNGHAI,Tung Hai Knitting & Dyeing Limited,2.9,0,High risk,44,-3.5,IN-ZONE,2.8,3.1,inside bands (-1.1σ),bearish,none,stable,neutral,high,-6.18,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bullish Marubozu,42.1,2.87,38,55.3,-85.7,-5.56,,7.9,Z,1.7,2026-07-09,2026-07-10
UCB,United Commercial Bank PLC,9.1,15,High risk,67,2.2,fair,8.6,9.3,inside bands (+1.0σ),bullish,watch-bearish,deteriorating,accumulation,high,25.71,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,58.6,6.6,58,28.4,-46.7,-2.56,0.5,2.2,Z,0.2,2026-07-09,2026-07-10
